Matt Brennan	['politician']	Matt Brennan (born 1 October 1936) is a retired Irish Fianna Fáil politician who was a Teachta Dála (TD) for the Sligo–Leitrim constituency.
Sir Edward Green, 1st Baronet	['businessperson', 'politician']	Sir Edward Green, 1st Baronet (4 March 1831 – 30 March 1923) was an English ironmaster and a Conservative politician who sat in the House of Commons between 1885 and 1892.
Pallamallawa	['town']	Pallamallawa or "Pally" is a small rural village approximately 30 kilometres east of Moree, in north-western New South Wales, Australia.
Earl Griffith	['politician']	Harry Earl Griffith (Jul 13, 1887-Mar 30, 1940) was a newspaper publisher who served as the Secretary of the State of Ohio from 1939-1940.
Yukon Legislative Assembly	['Canadian legislative assembly']	The Yukon Legislative Assembly (French: Assemblée législative du Yukon) is the legislative assembly for Yukon, Canada.
Maureen Darbyshire	['actor']	Maureen Darbyshire   is an English actress who appeared in six out of the seven series of Rumpole of the Bailey as Chambers Secretary at 1 Equity Court; and also appeared in  other roles on television.
Mukesh Gautam	['film director']	Mukesh Gautam is an Indian film director and works predominantly in Punjabi-language films.
Utkhulasu	['mountain']	Utkhulasu (Quechua utkhu cotton, local Quechua lasu (rasu) snow, ice, mountain with snow, also spelled Utculazo) is a mountain in the Andes of Peru which reaches a height of approximately 5,000 metres (16,404 ft).
As Pedras da Minha Rua	['song']	"As Pedras da Minha Rua" (en.
Matfield Shale	['formation']	The Matfield Shale is a geologic formation in Kansas.
Preller	['family name']	Preller is a surname.
Ice Kings	['film']	Ice Kings is an award-winning documentary film by Craig E.
Won Bin	['model', 'television actor', 'film actor']	Won Bin (born Kim Do-jin on November 10, 1977) is a South Korean actor.
Lucas Barrett	['naturalist', 'geologist']	Lucas Barrett (14 November 1837 – 19 December 1862) was an English naturalist and geologist.
Hakodate Museum of Art, Hokkaido	['art museum']	Hakodate Museum of Art, Hokkaido (北海道立函館美術館, Hokkaidō-ritsu Hakodate Bikutsukan) opened in Hakodate, Hokkaidō, Japan in 1986.
Dasun Madushan	['singer']	Dasun Madushan (born 2  February 1996), is a Sri Lankan singer.
Johannes Nauclerus	['jurist', 'historian', 'theologian', 'university teacher']	Johannes Nauclerus (Naucler, Naukler) (c.
Mishti	['actor']	Indrani Chakraborty (born 20 December 1987), known by her mononymous stage name Mishti, is an Indian film actress.
Nellikuppam	['human settlement']	Nellikuppam is a town and a municipality in Cuddalore district in the Indian state of Tamil Nadu.
Ricky O'Loughlin	['Australian rules footballer']	Ricky O'Loughlin (born 4 July 1979) is a former indigenous Australian rules footballer who played with Adelaide  in the Australian Football League (AFL).
Louis Westenra Sambon	['parasitologist']	Louis Westenra Sambon (original first name Luigi, 7 November 1867 – 30 August 1931) was an Italian-English physician who played important roles in understanding the causes (etiology) of diseases.
Heier's Hotel	['hotel']	Heier's Hotel is a historic hotel building located at Indianapolis, Indiana.
SprintAir	['airline']	SprintAir S.
Hemidactylus jumailiae	['taxon']	Hemidactylus jumailiae is a species of gecko.
Desert lupine	['Wikimedia disambiguation page']	Desert lupine is a common name for several plants and may refer to:  Lupinus aridus Lupinus sparsiflorus.
Øvrebygd	['village']	Øvrebygd is a small village in Bjerkreim municipality in Rogaland county, Norway.
Spider-Man: The Manga	['shōnen', 'manga series']	Spider-Man: The Manga is a Japanese manga illustrated by Ryoichi Ikegami which retold the story of Spider-Man in a Japanese setting.
Goebel Soccer Complex	['sports venue']	Goebel Soccer Complex is a multi-purpose $3.
Xotox	['musical group']	Xotox is a solo musical project started by Andreas Davids in 1998.
Paweł Franczak	['sport cyclist']	Paweł Franczak (born 7 October 1991) is a Polish cyclist, currently riding for UCI Continental team Voster ATS Team.
Kahrizeh-ye Ali Bayzid	['village']	Kahrizeh-ye Ali Bayzid (Persian: كهريزه علي بايزيد‎, also Romanized as Kahrīzeh-ye ʿAlī Bāyzīd; also known as Kahrīzeh) is a village in Mokriyan-e Sharqi Rural District, in the Central District of Mahabad County, West Azerbaijan Province, Iran.
Aubrey de Vere, 2nd Earl of Oxford	['military personnel']	Aubrey de Vere, 2nd Earl of Oxford (c.
Candidoni	['comune of Italy']	Candidoni (Greek: Anthedon) is a comune (municipality) in the Metropolitan City of Reggio Calabria in the Italian region Calabria, located about 60 kilometres (37 mi) southwest of Catanzaro and about 60 kilometres (37 mi) northeast of Reggio Calabria.
Charltona kala	['taxon']	Charltona kala is a moth in the family Crambidae.
Daihatsu Mira Cocoa	['automobile model']	The Daihatsu Mira Cocoa (Japanese: ダイハツ・ミラ ココア, Daihatsu Mira Kokoa) is a kei car built by the Japanese automaker Daihatsu from 2009 to 2018.
Seshathetep	['priest']	Seshathetep (meaning "Seshat is satisfied"), also called Heti, was an Ancient Egyptian official at the beginning of the Fifth Dynasty.
United Nations Security Council Resolution 225	['United Nations Security Council resolution']	United Nations Security Council Resolution 225, adopted unanimously on October 14, 1966, after examining the application of Lesotho for membership in the United Nations, the Council recommended to the General Assembly that Lesotho be admitted.
Matões	['municipality of Brazil']	Matões is a municipality in the state of Maranhão in the Northeast region of Brazil.
Radley	['village', 'civil parish']	Radley is a village and civil parish about 2 miles (3 km) northeast of the centre of Abingdon, Oxfordshire.
Erie Canal Commission	['panel']	The Commission to Explore a Route for a Canal to Lake Erie and Report, known as the Erie Canal Commission, was a body created by the New York State Legislature in 1810 to plan the Erie Canal.
Mirabilis macfarlanei	['taxon']	Mirabilis macfarlanei is a rare species of flowering plant in the four o'clock family known by the common name MacFarlane's four o'clock.
Devinuwara Divisional Secretariat	['Divisional Secretariat of Sri Lanka']	Devinuwara Divisional Secretariat is a  Divisional Secretariat  of Matara District, of Southern Province, Sri Lanka.
Yue Xia Wang Fridén	['table tennis player']	Yue Xia Wang Fridén, born November 13, 1962 in Jiujiang, China, is a Swedish-Chinese table tennis player.
2007 Canadian National Challenge Cup	['sports season']	The 2007 Canadian National Challenge Cup was hosted in Halifax, NS.
Felicitas Kukuck	['composer', 'pianist', 'music pedagogue']	Felicitas Kukuck (2 November 1914 – 4 June 2001) was a German music educator and composer of opera and other works.
Sven Jajcinovic	['association football player']	Sven Jajcinovic (born 4 April 1993, Sisak, Croatia) is a Croatian footballer who plays as a midfielder.
Allotria	['taxon']	Allotria is a genus of moths in the family Erebidae.
Lake Jabs	['lake']	Lake Jabs is a small lake next east of Club Lake in the central part of Breidnes Peninsula, Vestfold Hills, Antarctica.
Irene Becker	['nurse', 'serial killer']	Irene Becker (born 1952 in Hermsdorf, Berlin) is a German nurse, cardiologist and serial killer, who killed at least 5 people by administering them drugs while working at the Charité clinic.
Chaudhary Iftikhar Ahmed Warsi	['politician']	Chaudhary Iftikhar Ahmed Warsi is a Pakistani politician who was a Member of the Provincial Assembly of the Punjab, from May 2013 to May 2018.
Höbringi	['village']	Höbringi (Swedish: Höbring) is a village in Lääne-Nigula Parish, Lääne County, in western Estonia.
Chittagong College	['university']	Chittagong College is a government college in Chittagong, Bangladesh.
Sherif Nour	['musician']	Sherif Nour was raised and brought up in Cairo, Egypt.
CBON-FM	['radio station']	CBON-FM is a Canadian radio station.
Ukmergė District Municipality	['district municipality of Lithuania']	The Ukmergė District Municipality is a municipality in Vilnius County, Lithuania.
Glenn Foster	['actor', 'American football player']	Glenn Foster (born May 31, 1990) is  former American football defensive end.
Adolphe Osso	['film producer']	Adolphe Osso (1894–1961) was a French film producer.
Ratanj	['human settlement']	Ratanj (Cyrillic: Ратањ) is a village in the municipality of Kakanj, Bosnia and Herzegovina.
Inchi Inchi Prem	['film']	Inchi Inchi Prem (Bengali: ইঞ্চি ইঞ্চি প্রেম, released 2013) is a Bangladeshi film directed Raju Chowdhury and starring Bobby and Bappy Chowdhury.
Electric Reliability Council of Texas	['organization']	The Electric Reliability Council of Texas (ERCOT) manages the flow of electric power on the Texas Interconnection that supplies power to more than 25 million Texas customers – representing 90 percent of the state's electric load.
Gervase Holles	['politician']	Gervase Holles (9 March 1607 – 10 February 1675) was an English lawyer, antiquarian and politician who sat in the House of Commons  from 1640 to 1642.
1963 Detroit Tigers season	['baseball team season']	The 1963 Detroit Tigers season was a season in American baseball.
Scarlet Ortiz	['actor', 'model', 'beauty pageant contestant']	Scarlet Ortiz (born Hevis Scarlet Ortiz Pacheco in Caracas, Venezuela in 12 March 1974) is a Venezuelan actress known for her role in telenovelas.
Basotho Democratic National Party	['political party']	The Basotho Democratic National Party is a political party in Lesotho.
Grimesland Plantation	['house']	Grimesland Plantation is a historic plantation house located near Grimesland, Pitt County, North Carolina.
American String Teachers Association	['organization']	The American String Teachers Association (ASTA) is a professional organization for music teachers based in the United States.
Castle Combe	['village', 'civil parish']	Castle Combe is a village and civil parish in Wiltshire, England, about 5 miles (8 km) northwest of the town of Chippenham.
Pouteria decussata	['taxon']	Pouteria decussata is a species of plant in the family Sapotaceae.
Fatubossa	['human settlement']	Fatubossa is a suco in Aileu subdistrict, Aileu District, East Timor.
Pontigné	['commune of France', 'delegated commune']	Pontigné is a former commune in the Maine-et-Loire département in western France.
Parameciidae	['taxon']	Parameciidae are a family of ciliates in the order Peniculida; the body has differentiated anterior and posterior ends and is bounded by a hard but elastic pellicle.
Tutah Khaneh	['village']	Tutah Khaneh (Persian: توته خانه‎, also Romanized as Tūtah Khāneh; also known as Tūtā Khāneh) is a village in Benajuy-ye Shomali Rural District, in the Central District of Bonab County, East Azerbaijan Province, Iran.
Kureh Chi	['village']	Kureh Chi (Persian: كوره چي‎, also Romanized as Kūreh Chī, Gūreh Chī, and Gūrchī; also known as Gūrchīn, Gurachhin, Gūrāchīn, and Gūrehchīn) is a village in Khomeh Rural District, in the Central District of Aligudarz County, Lorestan Province, Iran.
Zorana Mihajlović	['politician', 'economist', 'university teacher']	Zorana Mihajlović (Serbian Cyrillic: Зорана Михајловић, pronounced [zǒrana mixǎjloʋitɕ], born 5 May 1970) is a Serbian politician.
Cégep de Thetford	['CEGEP']	Cégep de Thetford is a College of general and vocational education (CEGEP) in Thetford Mines, Quebec, Canada.
Govijeh	['village']	Govijeh (Persian: گويجه‎, also Romanized as Govījeh and Gūyjeh; also known as Gowjeh and Gujja) is a village in Agahan Rural District, Kolyai District, Sonqor County, Kermanshah Province, Iran.
Minnesota State Highway 248	['road']	Minnesota State Highway 248 (MN 248) is a 11.
Willie Mac Award	['award']	The Willie Mac Award is named in honor of Willie McCovey.
Elodea canadensis	['taxon']	Elodea canadensis (American waterweed or Canadian waterweed or pondweed) is a perennial aquatic plant, or submergent macrophyte, native to most of North America.
Sarhari railway station	['railway station']	Sarhari railway station (Urdu: سرہاڑی ریلوے اسٹیشن‎, Sindhi: سرھاڙي ريلوي اسٽيشن‎) is located in Sarhari town, Sanghar district, Sindh, Pakistan.
KRO-NCRV	['broadcaster']	KRO-NCRV is a Dutch public broadcasting company based in Hilversum established on January 1, 2014 from a merger of the broadcasters Catholic Radio Broadcasting (KRO) and the Dutch Christian Radio Association (NCRV), transmitting on NPO 1, NPO 2 and NPO 3.
Guilty?	['film']	Guilty? is a 1930 American pre-Code drama film directed by George B.
2016 Cork Intermediate Hurling Championship	['sports season']	The 2016 Cork Intermediate Hurling Championship was the 107th staging of the Cork Intermediate Hurling Championship since its establishment by the Cork County Board in 1909.
Washington Street Shoe District	['historic district']	The Washington Street Shoe District of Haverhill, Massachusetts encompasses a two block section of Washington and Wingate Streets, between Railroad Square and Essex Street, in which there were more than 60 shoe factories established in the late 19th century.
Thomas's shrew tenrec	['taxon']	Thomas's shrew tenrec (Microgale thomasi) is a species of mammal in the family Tenrecidae.
Liga Alef	['sports league']	Liga Alef (Hebrew: ליגה א'‎, lit.
Nomi no Sukune	['rikishi']	Nomi no Sukune or Nomino Sukune (野見 宿禰) was a Japanese legendary sumo wrestler during Emperor Suinin era.
Storm Fear	['film']	Storm Fear is a 1955 American crime film noir directed by Cornel Wilde, starring himself, Jean Wallace and Dan Duryea.
Sengge Rinchen	['military personnel']	Sengge Rinchen (Mongolian: ᠰᠡᠩᠭᠡᠷᠢᠨᠼᠡᠨ Sengerinchen; Chinese: 僧格林沁; pinyin: Sēnggélínqìn; Tibetan: སེང་གེ་རིན་ཆེན།; Manchu: ᠰᡝᠩᡤᡝᡵᡳᠨᠴᡳᠨ; Möllendorff: senggerincin; Abkai: senggerinqin, 1811 – 18 May 1865) or Senggelinqin was a Mongol nobleman and general who served under the Qing dynasty during the reigns of the Daoguang, Xianfeng and Tongzhi emperors.
Verginità	['film']	Verginità is a 1951 Italian melodrama film written and directed by Leonardo De Mitri.
1997 World Rally Championship	['international rally championship season', 'sports season']	The 1997 World Rally Championship was the 25th season of the FIA World Rally Championship.
Dorsey, Maryland	['unincorporated community']	Dorsey, Maryland, is an unincorporated community along the border of eastern Howard County and northwestern Anne Arundel County in Maryland, United States.
Shemaron Carty	['association football player']	Shemaron Carty (born 11 January 1987), is an Anguillan international footballer who plays for the Anguilla national football team.
Sayed Zayan	['actor', 'comedian', 'film actor']	Sayed Zayan (Arabic: سيد زيان‎; 17 August 1943 – 13 April 2016) was an Egyptian actor.
Église Saint-Jean-Baptiste de La Porta	['church building']	Église Saint-Jean-Baptiste de La Porta is a Roman Catholic church in La Porta, Haute-Corse, Corsica.
Arax Mansourian	['singer', 'opera singer']	Arax Mansourian (Armenian; Արաքս Մանսուրյան, born August 1, 1946) is an Armenian soprano classical singer.
Marshala Koneva Street	['street']	Marshala Koneva Street (Russian: у́лица Ма́ршала Ко́нева) is a street in Shchukino District of North-Western Administrative Okrug of the federal city of Moscow, Russia.
David Hellebuyck	['association football player']	David Hellebuyck (born 12 May 1979) is a retired French footballer who played as a midfielder.
Stringybark	['Wikimedia disambiguation page']	A stringybark can be any of the many Eucalyptus species which have thick, fibrous bark.
Barnsley Manor	['manor house', 'English country house']	Barnsley Manor   (also Benverdeslei, Benveslei, 11th century; Bernardesle, 13th century) is a manor house in the parish of Brading on the Isle of Wight.
Lin Yushan	['painter']	Lin Yushan, originally named Lin Yinggui, was raised in a family-owned picture framing store.
The Goblin Emperor	['literary work']	The Goblin Emperor is a 2014 fantasy novel written by the American author Sarah Monette under the pseudonym Katherine Addison.
The Crags	['musical group']	The Crags are a rock band based in Geneva, Switzerland, created in 2009.
Gerd Kvale	['professor', 'psychologist']	Gerd Kvale (born 1955) is a Norwegian psychologist.
List of the largest trading partners of the Netherlands	['Wikimedia list article']	This is a list of the largest trading partners of the Netherlands based on data from The Observatory of Economic Complexity (OEC).
1994 Fusagasugá City Council election	['election']	The 1994 Fusagasugá City Council election was held on Sunday, 30 October 1994.
Chūhachi Ninomiya	['military personnel', 'engineer', 'balloonist']	Chūhachi Ninomiya (二宮 忠八, Ninomiya Chūhachi, 20 June 1866 – 8 April 1936) was a Japanese aviation pioneer.
Google Developers	['website']	Google Developers (previously Google Code) is Google's site for software development tools, application programming interfaces (APIs), and technical resources.
Alfred Stowell Jones	['military personnel', 'engineer', 'civil engineer']	Lieutenant Colonel Alfred Stowell Jones, VC (24 January 1832 – 29 May 1920) was an English recipient of the Victoria Cross, the highest and most prestigious award for gallantry in the face of the enemy that can be awarded to British and Commonwealth forces.
29 DWD	['human settlement']	29 DWD is a village in Rawatsar tehsil in Hanumangarh district in the Indian state of Rajasthan.
Alphaea anopunctata	['taxon']	Alphaea anopunctata is a moth of the family Erebidae.
Elachista alampeta	['taxon']	Elachista alampeta is a moth of the family Elachistidae.
Kurt Liebknecht	['architect', 'politician', 'university teacher']	Kurt Liebknecht (sometimes Curt Liebknecht:  26 March 1905 - 6 January 1994) was a German architect.
Kristie Moore	['curler']	Kristie Moore (born April 22, 1979) is a Canadian curler from Sexsmith, Alberta.
Indus Valley State Railway	['company']	The Indus Valley State Railway (reporting mark IVSR) was a railway founded in 1871 to provide a rail link between Kotri and Multan and to replace the Indus Steam Flotilla.
IrAero	['airline']	IrAero is an airline based in Irkutsk, Russia.
Charles Upham Shepard	['chemist', 'university teacher']	Charles Upham Shepard (born in Little Compton, Rhode Island, 29 June 1804; died in Charleston, South Carolina, 1 May 1886) was an American mineralogist.
The Legend of Korra	['animated series']	The Legend of Korra is an American animated television series created by Bryan Konietzko and Michael Dante DiMartino for Nickelodeon that aired from April 14, 2012 to December 19, 2014.
The Vulcan Hello	['television series episode', 'Star Trek episode']	"The Vulcan Hello" is the first episode of the American television series Star Trek: Discovery, which is set roughly a decade before the events of the original Star Trek series and shows the beginnings of the Federation–Klingon cold war.
Dominic Armato	['actor', 'voice actor', 'blogger']	Dominic Armato (born November 18, 1976) is an American voice actor, journalist and food critic.
Paraliwala	['village in India']	Paraliwala is a village in Shahkot in Jalandhar district of Punjab State, India.
Supernal Liberty	['album']	Supernal Liberty is an album by Nana Mizuki.
Swindale Beck	['river']	Swindale Beck is a stream in Cumbria, England.
1955 Titleholders Championship	['sports season']	The 1955 Titleholders Championship was contested from March 10–13 at Augusta Country Club.
Steve DeMarco	['professional wrestler', 'amateur wrestler']	Steven "Steve" Martinez (born November 25, 1974) is an American professional wrestler, better known by his ring name Steve DeMarco.
Andrija Prlainović	['water polo player']	Andrija Prlainović (Serbian Cyrillic: Андрија Прлаиновић; born 28 April 1987) is a Serbian water polo player.
324 km	['posyolok']	324 km (Russian: 324 км) is a rural locality (a settlement) in Troitskoye Rural Settlement of Izhmorsky District, Russia.
Oscar Homolka	['actor', 'stage actor', 'film actor']	Oscar Homolka (12 August 1898 – 27 January 1978) was an Austrian film and theatre actor, who went on to work in Germany, Britain and America.
Lucius Veturius Philo	['military personnel', 'politician']	Lucius Veturius Philo was a Roman statesman who served as consul in 220 BC, dictator in 217 BC (during the Second Punic War), and censor in 210 BC.
Loge-Fougereuse	['commune of France']	Loge-Fougereuse is a commune in the Vendée department in the Pays de la Loire region in western France.
The EPs 1992–1994	['compilation album']	The EPs 1992–1994 is a compilation album by David Gray, released in July 2001.
2014 ISL Inaugural International Draft	['occurrence']	The 2014 ISL Inaugural International Draft is the second draft in the  Indian Super League, the new franchise domestic football league in India.
Sheep Mountain Range Archeological District	['archaeological site']	Sheep Mountain Range Archeological District is an archeological site, located in Clark County, Nevada, and listed on the National Register of Historic Places.
Bhendi yellow vein mosaic	['taxon']	Bhendi yellow vein mosaic virus (BYVMV) or yellow vein mosaic of okra (OYVMV) is a viral disease caused by monopartite Begomovirus Bhendi yellow vein mosaic virus (BYVMV, family: Geminiviridae) affecting okra plants.
VD-dev	['company']	VD-dev (formerly Velez & Dubail Dev.
Gerhard Tweraser	['racing driver', 'racing automobile driver']	Gerhard Tweraser (born 29 September 1989 in Bad Ischl) is an Austrian racing driver.
Grächen	['municipality of Switzerland']	Grächen is a municipality in the district of Visp in the canton of Valais in Switzerland.
Org 27569	['chemical compound']	Org 27569 is a drug which acts as a potent and selective positive allosteric modulator of the cannabinoid CB1 receptor.
Hylaeus sedens	['taxon']	Hylaeus sedens is a bee species endemic to Asia.
Peter Božič	['writer', 'politician', 'playwright', 'journalist', 'sports official']	Peter Božič (30 December 1932 – 10 July 2009) was a Slovenian writer, playwright, journalist and politician.
Senecio toxotis	['taxon']	Senecio toxotis is a species of the genus Senecio and family Asteraceae.
Pat Cerroni	['American football player']	Pat Cerroni (born c.
Felger & Mazz	['family name']	Felger & Massarotti (or Felger & Mazz) is a Marconi Award-winning afternoon radio show hosted by Michael Felger and Tony Massarotti, airing from 2 to 6 pm in Boston, Massachusetts.
Pico Almenara	['mountain']	Pico Almenara is a 1796 m (5893.
Megachile manaosensis	['taxon']	Megachile manaosensis is a species of bee in the family Megachilidae.
Oxyptilus chrysodactyla	['taxon']	Oxyptilus chrysodactyla is a moth of the family Pterophoridae.
GSAT-11	['artificial satellite', 'communications satellite', 'geosynchronous satellite']	GSAT-11 is an Indian geostationary communications satellite.
Opoczka Mała	['village of Poland']	Opoczka Mała [ɔˈpɔt͡ʂka ˈmawa] is a village in the administrative district of Gmina Annopol, within Kraśnik County, Lublin Voivodeship, in eastern Poland.
Zagłębie Lubin	['association football club']	KGHM Zagłębie Lubin (Polish pronunciation: [zaˈɡwɛmbjɛ ˈlubin]) is a Polish professional football club based in Lubin, Poland.
Bright Island	['written work']	Bright Island is a children's novel by Mabel Robinson.
Carlo Riva	['businessperson', 'engineer', 'designer']	Carlo Riva (24 February 1922 – 10 April 2017) was an Italian motorboat designer and builder, famed for his luxurious runabouts.
Kangersuatsiaq Heliport	['heliport']	Kangersuatsiaq Heliport (IATA: KGQ, ICAO: BGKS) is a heliport in Kangersuatsiaq, a village in the Upernavik Archipelago of Avannaata municipality in northwestern Greenland.
Don Rose	['radio personality']	Don Rose (born Donald Duane Rosenberg; July 5, 1934 – March 30, 2005), also known as "Dr.
Tarakeswar	['human settlement']	Tarakeswar (pronounced Tarokeshshor) is a city and a municipality in Hooghly district in the Indian state of West Bengal.
Loughborough Building Society	['business']	The Loughborough Building Society is a UK-based financial services provider headquartered in Loughborough, Leicestershire.
Jerris Leonard	['lawyer', 'politician']	Jerris Leonard (January 17, 1931 – July 27, 2006) was a Wisconsin lawyer and  politician.
New River Valley Airport	['airport']	New River Valley Airport (IATA: PSK, ICAO: KPSK, FAA LID: PSK) is two miles north of Dublin, in Pulaski County, Virginia.
Iercici	['river']	The Iercici (also Ciortoș or Valea Mare) is a left tributary of the river Apa Mare in Romania.
Obilokwu Mbieri	['human settlement']	Obilokwu Mbieri is a village in southeastern Nigeria located near the city of Owerri.
2013–14 Pro12	['sports season']	The 2013–14 Pro12 (also known as the RaboDirect Pro12 for sponsorship reasons) was the 13th season of the Pro12 rugby union competition originally known as the Celtic League, the fourth with its current 12-team format, and the third with RaboDirect as title sponsor.
Dressler syndrome	['disease', 'thoracic disease']	Dressler syndrome is a secondary form of pericarditis that occurs in the setting of injury to the heart or the pericardium (the outer lining of the heart).
Mark Foley scandal	['political scandal']	The Mark Foley scandal, which broke in late September 2006, centers on soliciting e-mails and sexually suggestive instant messages sent by Mark Foley, a Republican Congressman from Florida, to teenaged boys who had formerly served as congressional pages.
City of Bristol College	['further education college']	City of Bristol College is a further education college in Bristol, England.
Miriam González Durántez	['lawyer']	Miriam González Durántez, Lady Clegg (born 31 May 1968) is a Spanish international trade lawyer, vice chair of UBS Europe and founder of Inspiring Girls.
Evilastus Kaaronda	['trade unionist']	Evilastus Kaaronda is a Namibian trade unionist.
Nenad Kovačević	['association football player']	Nenad Kovačević (Serbian Cyrillic: Ненад Ковачевић; born 11 November 1980) is a Serbian retired football player.
Horacio Rodríguez Larreta	['politician', 'economist']	Horacio Rodríguez Larreta (Buenos Aires, 29 October 1965) is an Argentine economist, politician and current Head of Government of the Autonomous City of Buenos Aires.
Mother Earth Living	['magazine']	Mother Earth Living (previously Natural Home & Garden) is an American bimonthly magazine about sustainable homes and lifestyle published by Ogden Publications.
Haunted Valley	['serial film']	Haunted Valley is a fifteen episode American adventure film serial starring Ruth Roland, in which Ruth Ranger, the president of an engineering firm engaged in a construction project at the Lost River Dam, takes out a three-month loan million dollar loan from supposed friend Harry Mallinson with the "Haunted Valley" as collateral.
Bborubong	['mountain']	Bborubong (뽀루봉) is a mountain of South Korea.
Palkumbura	['human settlement']	Palkumbura is a village in Sri Lanka.
Ristovski	['family name']	Ristovski is a Macedonian-language surname.
Eupithecia hreblayi	['taxon']	Eupithecia hreblayi is a moth in the family Geometridae that is endemic to Thailand.
Popstars – Neue Engel braucht das Land	['television series season']	Popstars – Neue Engel braucht das Land was a new installment of the Popstars themed Neue Engel braucht das Land which started airing on 10 August 2006.
Duncan Barkes	['publisher']	Duncan Barkes is a British broadcaster, columnist, and journalist who currently presents on BBC Radio London.
Ambrose Lowth	['politician']	Ambrose Lowth (died 1545) was an English politician.
Reassuring Pinches	['single']	"Reassuring Pinches" is a song by English singer-songwriter Alison Moyet, released as the first single from her ninth studio album, Other (2017).
Xanthorrhoea glauca	['taxon']	Xanthorrhoea glauca, known as the grass tree, is a large plant in the genus Xanthorrhoea, widespread in eastern Australia.
Bullskin Creek Site	['archaeological site']	The Bullskin Creek Site (designated 33CT29) is an archaeological site in the southwestern portion of the U.
1995–96 Hong Kong FA Cup	['sports season']	1995–96 Hong Kong FA Cup was the 22nd staging of the Hong Kong FA Cup.
Gananath Pradhan	['politician']	Gananath Pradhan is an Indian politician, belonging to the Janata Party.
Haughty Melodic	['album']	Haughty Melodic is an album by Mike Doughty released on May 3, 2005.
Lecithocera coleasta	['taxon']	Lecithocera coleasta is a moth in the family Lecithoceridae.
Diadoxus	['taxon']	Diadoxus is a genus of beetles in the family Buprestidae, containing the following species: Diadoxus erythrurus (White, 1846) Diadoxus juengi Blackburn, 1899 Diadoxus regius Peterson, 1991   == References ==.
Putnam Investments	['business']	Putnam Investments is a privately owned investment management firm founded in 1937 by George Putnam, who established one of the first balanced mutual funds, The George Putnam Fund of Boston.
José Luis Jerez	['association football player']	José Luis Jerez Cerna (born June 26, 1978) is a Chilean professional football midfielder.
Kadugawnawa	['human settlement']	Kadugawnawa is a village in Sri Lanka.
Laila Hasan	['actor']	Laila Hasan (born 1946) is Bangladeshi choreographer, dancer and actress.
Rubí Laura López Silva	['politician']	Rubí Laura López Silva (born 16 January 1970) is a Mexican politician affiliated with the National Action Party.
Jesus of Suburbia	['single']	"Jesus of Suburbia" is a song by American punk rock band Green Day.
Epigenes of Byzantium	['astronomer', 'writer', 'astrologer', 'mathematician']	Epigenes of Byzantium (Greek: Έπιγένης ὁ Βυζάντιος; unknown-circa 200 BC) was a Greek astrologer.
Oskar Schade	['university teacher', 'linguist']	Oskar Schade (March 25, 1826 – December 30, 1906) was a German philologist and Germanist born in Erfurt.
3rd TCA Awards	['award ceremony']	The 3rd TCA Awards were presented by the Television Critics Association.
Zviad Gogotchuri	['judoka']	Zviad Gogotchuri (Georgian: ზვიად გოგოჭური, born 30 October 1986) is a visually impaired Georgian Paralympic judoka.
Helene Falch Fladmark	['politician']	Helene Falch Fladmark (born 27 October 1966) is a Norwegian politician for the Liberal Party.
Thor-Øistein Endsjø	['physician']	Thor-Øistein Endsjø (born 1 May 1936) is a Norwegian physician and former sports shooter.
Kulladal	['human settlement']	Kulladal (Swedish pronunciation: [kɵla¹dɑːl]) is a neighbourhood of Malmö, situated in the Borough of Hyllie, Malmö Municipality, Skåne County, Sweden.
Brockmire	['television series']	Brockmire is an American comedy television series that premiered on April 5, 2017 on IFC.
Pellacalyx yunnanensis	['taxon']	Pellacalyx yunnanensis is a species of plant in the Rhizophoraceae family.
PSLV-C45	['unmanned spaceflight']	The PSLV-C45 is the 47th mission of the Indian Polar Satellite Launch Vehicle (PSLV) program.
Stroszowice	['village of Poland']	Stroszowice [strɔʂɔˈvit͡sɛ] (German: Stroschwitz) is a village in the administrative district of Gmina Lewin Brzeski, within Brzeg County, Opole Voivodeship, in south-western Poland.
Jim Allin	['Canadian football player']	Jim Allin (born March 14, 1986) is a former Canadian football defensive back and kick returner.
Fair for You	['community interest company']	Fair for You is a British, not-for-profit online lending company.
Portland Center Stage	['theatrical troupe']	Portland Center Stage at The Armory is a theater company based in Portland, Oregon, United States.
Hallidaya	['taxon']	The Ediacaran fossil Hallidaya, a close relative of Skinnera lived in Belomorian (559-550 Ma) of the Late Ediacaran period prior to the Cambrian explosion and thrived in the marine strata on the ocean floor of what is now considered Australia.
Defined by Struggle	['album']	Defined by Struggle is a 2007 album by the metalcore band Nodes of Ranvier.
Tokay gecko	['taxon']	The Tokay gecko (Gekko gecko) is a nocturnal arboreal gecko in the genus Gekko, the true geckos.
Sphodromantis congica	['taxon']	Sphodromantis congica, common name Congo mantis is a species of praying mantis found in Angola, Nigeria, and the Congo River region.
Mason Cornwall House	['house']	The Mason Cornwall House is located in Northern Idaho at 308 South Hayes Street in Moscow, Idaho.
Lokomarinyang	['village']	Lokomarinyang is the name of a village and a rolling hill west of the village.
Deep Creek (Bahamas)	['river']	The Deep Creek (Bahamas) is a tidal inlet of the Bahamas.
